pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
43,33,20.452548281529033,3606,48.49535165058313,13950,434.4536868337504,9,0,3,0,45,1,99,Benign
43,11,28.165270528467275,3825,39.524576691172385,7748,341.46767501326167,6,0,2,4,31,1,18,Malware
39,12,24.133419569554928,2852,55.92975655504536,10405,162.66336400891382,11,7,1,3,4,1,54,Malware
41,38,23.93177994554513,1110,18.43189538496999,20805,143.03508557195332,8,3,0,2,29,2,35,Malware
67,37,27.712882510649596,4035,44.33286930170834,14021,481.8727935114452,12,8,1,5,35,0,98,Malware
63,28,11.81062476660536,1812,58.14908888260804,14040,268.55907279410286,4,4,0,5,30,2,61,Malware
70,10,24.845578454329683,4374,25.500448228496044,12899,359.26440669349705,9,4,4,1,9,1,15,Benign
39,30,16.76332007406072,1929,10.764615703375476,11981,462.3457659821459,8,7,0,3,37,1,30,Malware
46,30,7.0926045596101766,1885,46.74337334845666,9344,447.9572705282366,6,6,2,4,5,1,69,Malware
46,19,11.064278187301559,1908,10.349016222806354,18402,326.761272852268,10,7,4,3,18,1,68,Malware
96,30,28.820112176146775,4544,53.62668245910835,12203,295.16207222910805,6,3,0,0,33,0,30,Benign
91,23,31.87792094241371,3838,12.815062605178493,18318,394.10368524543577,2,9,0,0,13,0,20,Benign
30,22,13.484654345851308,3339,42.63823649359386,14721,239.85827696804435,2,1,2,3,33,1,29,Malware
41,18,10.710828140170463,2982,28.85920722115752,10440,350.1562520501724,0,5,3,5,49,0,26,Benign
33,15,5.801735127355244,4323,20.16703268583664,15441,109.26097344385654,5,6,3,0,40,2,60,Benign
71,15,33.43092165760436,4659,54.91291999269145,7892,429.72502430023115,4,5,3,2,37,0,73,Malware
42,28,25.515647751056235,1174,47.31229259634311,25008,499.21291008783624,9,2,4,0,2,1,64,Benign
33,30,33.710903151294815,3156,27.022028307163005,11687,481.88259694355037,4,2,3,1,44,1,95,Malware
98,19,30.91547548911665,4009,24.20765464286125,28807,243.9579362151258,5,4,4,5,42,1,25,Malware
48,32,15.21399778071223,2363,46.80061470805697,11304,312.44051281766536,7,6,3,2,12,2,94,Benign
31,12,8.380491372665205,3895,51.828538130316524,20389,194.48678524949275,3,1,2,1,29,1,86,Malware
41,27,19.971703845804132,2037,45.79252321479047,25489,221.1949621375755,4,3,4,8,29,1,63,Malware
35,30,5.80441393453013,3740,41.99946125178707,9454,282.93844066105197,1,7,3,0,47,2,63,Benign
37,28,9.49749884430349,4393,21.396236259432442,7171,398.83236274142655,8,2,1,4,48,2,65,Malware
80,14,12.002978870452505,4855,52.64019916382361,13469,107.15295633553654,9,6,3,1,23,2,16,Malware
40,34,24.969397884334256,4011,47.48309917291874,22407,257.50965216605164,10,9,1,7,40,2,22,Malware
92,20,20.296324218622885,3090,35.863714488320724,9621,322.5987673293594,10,2,1,4,5,0,92,Malware
86,19,14.072586683383934,1460,35.579388113339036,17905,186.073216874715,5,7,0,9,36,0,97,Malware
41,26,21.943051975740197,4173,38.45865139036732,23101,131.39147923841597,7,6,3,0,31,0,53,Benign
31,13,8.75607946665102,4696,51.41381970893313,28587,315.82954372733127,3,0,0,11,23,2,49,Malware
37,35,27.671243804558376,3752,47.112977441877874,23364,355.12399379431184,11,3,0,4,16,2,78,Malware
40,30,26.361054162598528,4080,52.81224969729416,22974,356.40091615057804,4,6,4,0,8,2,37,Benign
82,27,11.495080270415881,1148,35.36413858293612,5269,242.6337540142371,6,4,1,4,9,1,90,Malware
39,37,23.191746673289202,1337,41.23245295091286,25481,194.9447183756269,4,2,0,2,2,1,49,Benign
37,27,20.09907812891714,2002,52.72859034479898,18825,188.15457560636014,1,1,3,4,18,1,71,Malware
65,10,6.824489355493992,3271,21.61600300883577,24004,116.20957602292265,1,8,2,3,47,0,68,Benign
43,23,13.344617505084033,2133,32.2010340128112,10226,173.87334078598872,2,9,3,6,19,1,59,Malware
83,17,34.98448112071557,1353,41.03261184896935,10253,427.44245084357084,8,5,1,0,37,2,20,Benign
50,11,7.98606983332448,2107,55.75731286790507,18720,101.2205063044306,8,9,4,6,40,0,24,Malware
79,28,20.192339210664823,3602,10.791800552306249,18762,117.55544102293176,3,0,3,4,8,2,69,Malware
68,24,30.480012638437316,3113,20.628657908661374,13726,150.80757611162684,3,4,3,2,17,0,19,Benign
49,37,14.019556190154919,4459,21.72252538806452,7398,268.0962330703017,2,6,0,1,5,1,29,Malware
36,11,12.821259169812516,2914,26.33063401308971,28579,233.4951337458965,6,7,3,1,8,2,39,Benign
38,13,31.723791550709713,3668,24.089331021033946,26016,171.13434322179143,6,4,1,8,10,2,44,Benign
30,39,14.144898409447192,4685,39.50693927811193,12232,144.37978964276041,8,9,2,1,3,0,68,Malware
55,10,24.544799337583758,4206,54.28101321273727,18505,475.545014775911,2,9,0,3,3,0,60,Malware
67,28,27.209389529929478,2109,41.84889205361947,20658,464.500088517196,11,0,3,1,31,1,67,Malware
67,30,28.65853247921315,1083,22.076327947717957,13655,408.7594433545121,1,1,2,0,27,2,21,Benign
90,19,34.8427891192099,2977,53.18764250350423,5022,200.8087898896671,4,3,3,4,28,0,55,Malware
73,10,29.095762091297008,1226,41.60228945737566,13880,229.4792128068865,0,9,4,0,38,0,16,Benign
73,29,24.71036470662603,4331,20.948106249395078,6286,366.33798730541946,9,0,1,4,36,1,73,Malware
91,31,31.86390673276921,3939,28.08332685832516,8860,216.67955803908478,4,3,4,7,27,2,27,Malware
35,24,32.17233906916842,2012,49.49824033698913,15274,312.2491252909424,6,5,0,4,16,1,37,Malware
46,13,34.19499372978845,1019,46.94655907435571,15726,360.5135377571939,5,5,2,0,15,1,20,Benign
80,16,28.293957934294582,4106,38.82911847528213,22120,307.6785186051826,2,1,4,5,8,2,44,Malware
67,39,10.847819917943928,4936,17.238375137028093,28268,265.3139054860603,3,0,3,3,39,2,85,Malware
53,16,26.294182667119703,3802,50.16446486572521,19290,239.15760542300762,3,7,4,4,49,1,85,Malware
80,31,7.253853249314554,2466,25.377126427637407,7377,411.09996657699736,8,8,2,0,28,2,24,Benign
39,34,14.538887837461804,3988,48.57989694995812,29771,395.5995979910547,0,8,3,0,15,0,63,Benign
50,27,8.474225309467503,1269,42.378318288112936,21236,378.49122565734336,8,6,0,5,24,2,49,Malware
99,22,33.4982782066262,4806,23.20851408217591,27012,249.8708452778446,8,3,4,0,5,2,28,Benign
86,19,15.16262336673086,3453,20.618461406632832,14696,410.2946505393118,6,1,1,4,6,0,49,Malware
68,33,26.396469393297494,2531,16.54549616288594,23499,483.0814527914227,8,6,2,5,5,0,62,Malware
62,17,22.13955307358382,1303,22.09731182940579,18704,375.5918076465967,3,5,1,0,25,0,19,Benign
88,36,8.225342391714106,4741,17.891451122457,10392,263.15970042796744,4,6,3,0,40,1,81,Benign
47,19,21.840333436426324,2308,40.85256238938757,26802,418.59250513078774,4,0,1,3,7,2,31,Malware
85,23,24.830706302746187,4619,39.93915594886268,24302,343.72083042085205,3,3,2,2,31,0,30,Malware
86,23,31.44551771940889,4056,39.308603006639856,29407,451.07081803750975,5,0,2,0,3,0,29,Benign
77,36,7.102569272574295,1809,42.09449046124192,17216,385.2730126576679,1,6,1,0,18,0,78,Benign
71,29,13.869019552905218,2052,50.739226698228315,29760,407.9680215003617,0,5,1,0,29,1,10,Benign
56,31,25.770228317378375,3438,55.67763557749017,14881,366.9745852545076,3,9,3,5,1,0,36,Malware
81,20,6.029949076154356,4487,21.518776895088106,22596,136.80818346462092,0,7,1,0,29,2,45,Benign
71,15,11.106603685324128,2932,39.38872450844629,16837,294.04688797659924,13,1,2,3,40,0,42,Malware
61,30,11.560111892140043,3040,13.916811062363573,11224,122.59594994471774,9,7,1,0,33,0,99,Benign
55,39,25.079792383207216,4838,16.007121917779756,13689,279.01966120921685,4,7,0,5,47,1,72,Malware
54,10,13.578820384263423,1908,42.716965648069525,6565,386.5707954361704,8,1,2,2,24,0,23,Malware
52,28,22.987869867804722,1141,34.32902808452254,29793,268.5021886742191,9,6,2,1,47,0,95,Benign
86,16,33.96045340028922,3693,47.91660434172169,9620,100.65210077375552,4,2,3,1,35,1,41,Malware
81,33,28.797289460037018,2679,31.283874049528567,17408,247.71403724033146,3,4,3,0,47,1,20,Benign
60,27,14.987084139335181,1808,16.379920341646905,27996,127.10359327614178,7,7,4,5,7,1,83,Malware
93,12,19.171999065180927,1947,53.602682691541276,28923,412.23855539962426,11,0,3,3,33,2,74,Malware
62,29,11.020217063030087,4951,14.144423557266114,22889,413.5006277167399,6,0,0,0,4,0,58,Benign
31,39,5.471600309103495,4412,19.4482321267691,27706,422.55143574841,4,9,3,0,35,2,93,Benign
47,20,13.691461943745747,3292,23.84884329809255,17509,112.13087654709372,6,7,4,0,34,0,43,Benign
76,14,16.082258336148143,1765,59.76403035327134,9956,112.90772355392585,7,5,2,1,10,1,70,Benign
62,28,21.931015187554262,3923,30.842991008799196,11765,461.37974346237434,13,2,3,3,10,2,65,Malware
64,30,33.32199947791189,3959,35.085426523905745,16911,149.47355211256627,9,7,4,2,37,1,48,Malware
80,33,33.435562192155004,4076,48.48483754869342,20467,368.0360921776341,6,7,3,0,20,1,59,Benign
47,33,7.102948965778663,1919,41.82077926694069,20696,418.1817568784759,7,8,3,9,44,1,39,Malware
59,39,23.43937038593511,1938,52.07103459706667,23635,279.14548149223697,8,9,2,2,17,1,23,Benign
73,11,6.270579526635683,3496,34.32167292939469,11670,318.5888370856747,4,9,4,0,41,2,44,Benign
82,31,24.442432244471107,3313,58.6088843746611,28473,190.95228943037537,7,5,3,0,13,1,34,Benign
39,13,8.531091868254398,4562,49.8406180793154,19530,469.43998205715843,2,6,2,2,7,1,62,Malware
81,34,33.39208475066301,2262,30.06826941566326,15500,220.72044113577203,10,5,4,4,30,1,65,Malware
78,19,30.930160476169082,3297,29.0635911472624,26345,187.12447575043032,0,2,1,0,22,0,38,Benign
40,11,5.669864916601499,1954,56.47455960221089,18527,310.16141004873145,8,8,4,0,11,0,49,Benign
95,17,28.463951733735687,2314,44.22078179073586,17036,176.20548916034005,0,0,3,2,13,2,74,Benign
87,10,24.07691351511833,1542,41.07168172628193,18210,374.67665175114905,7,4,3,0,23,1,62,Benign
65,36,19.861075719031373,3679,47.891531871690546,8184,306.0461798689,4,5,4,3,10,1,73,Malware
62,15,23.07903460257465,2102,38.041691405585574,10748,159.1217816043936,4,5,2,5,28,2,30,Malware
76,20,25.347501813894127,3954,17.958338654286337,13531,126.89856734210935,9,0,4,0,17,2,90,Benign
42,36,31.533724266815394,3568,25.960773103921554,15286,154.7813978963975,6,7,3,0,47,0,23,Benign
69,39,28.020729831282363,4521,37.89724318544849,9925,154.6498620579041,12,0,3,4,30,0,19,Malware
97,37,22.261334579899717,4627,10.908391046358348,18100,225.14021004633142,2,2,0,0,22,2,83,Benign
71,19,29.738469822350254,3931,31.867535248161392,21872,433.30825967650026,9,7,2,5,49,1,10,Malware
48,22,34.60768869510801,3781,47.79014396379684,14537,122.91760811794914,2,7,0,0,40,1,21,Benign
48,10,14.005460626798842,1143,18.211700225813615,13982,151.23557550494823,11,0,3,1,20,1,88,Malware
87,11,8.552620820548045,4191,13.227947507845286,28649,221.15967310386696,11,0,2,3,6,1,24,Malware
52,12,26.943447821260992,3991,51.801457036384924,16708,321.3332715615287,6,7,2,4,18,0,51,Malware
83,18,34.357890017389494,3612,40.8636934231681,17380,405.1531361774586,4,1,2,4,31,1,79,Malware
94,14,8.501177636074027,4648,18.8289486244732,26755,468.47658101914493,9,4,4,0,26,2,39,Benign
41,19,17.951217740247266,2199,50.31524902915968,22570,264.8352834564173,7,7,4,4,47,1,37,Malware
53,19,6.868029265571667,3117,42.90647357436062,10277,142.3339257692906,10,4,3,6,2,0,40,Malware
63,21,28.295958283123692,4885,26.70596348242191,28106,185.40621734486245,6,6,2,2,45,1,26,Malware
82,27,33.46126147151337,3680,28.80981359808696,17425,214.89905211472723,4,5,2,3,31,1,94,Benign
37,35,19.969824633559995,3936,17.794408159352418,25791,414.4390577979783,8,4,2,4,13,0,59,Malware
47,30,17.285634417805674,4274,51.762779710437016,11433,374.65732704057325,9,2,4,2,38,0,60,Malware
86,30,32.23157069751563,3848,35.4503325821871,19400,183.60212936167014,11,5,3,7,35,0,96,Malware
34,10,9.001651679513499,3227,37.85095383218302,12941,435.4982020254033,7,8,2,1,25,1,76,Malware
55,12,31.747529344250765,1592,54.17459575988739,24653,443.66233773990245,7,6,2,5,32,2,58,Malware
59,14,16.763780084041024,1566,10.791530822654696,23090,452.97550998345855,8,9,1,0,29,2,37,Benign
83,34,21.78219237073692,1690,13.346153126164602,24983,210.00167549106487,10,0,0,5,35,0,90,Malware
42,35,20.84876315384927,4681,18.07894909299075,22086,153.49209796603165,9,4,4,1,28,2,23,Malware
58,26,23.47937523231335,2133,11.501890654407278,18248,141.5829627921086,11,6,1,6,19,0,89,Malware
32,17,33.26369941272512,4495,42.907807831219976,21260,260.0351013758773,0,6,3,0,19,2,98,Benign
87,26,33.53381096802133,1664,41.69397340941604,27040,271.72992411187,2,6,0,0,7,1,12,Benign
31,18,29.934448014910565,2982,20.540095146449282,6273,447.2839991896705,6,5,3,2,49,2,78,Malware
57,15,10.746322311133982,4574,17.47032224433474,5538,207.10241794437366,2,1,4,5,19,2,79,Benign
31,26,15.00548973165378,1405,17.284235069330336,16945,350.75685665308475,1,1,3,2,8,1,77,Benign
36,17,19.63474550763634,1985,57.66207066593211,9212,415.2850839299049,7,9,2,5,14,2,76,Malware
55,30,32.16382818105552,3684,44.67522643123708,24323,207.6611577677607,0,5,2,0,35,0,69,Benign
45,16,20.625944715386357,4162,39.27144142325396,5485,206.85583871087832,5,0,3,2,8,0,77,Malware
52,16,34.32306994006394,4365,26.124343590254714,22770,367.66210494144167,9,5,3,3,49,2,53,Malware
69,24,34.51523515007648,2416,31.652159895439482,22433,390.45451215192867,12,4,3,4,36,0,83,Malware
89,16,22.95752778388948,4108,14.470294059960384,5783,483.905056503217,11,0,3,3,2,0,64,Malware
61,31,31.324860186434336,1516,59.90759440275007,16251,439.976268263068,5,4,2,8,29,1,78,Benign
44,36,34.97668136071697,1849,47.75427317858174,7924,428.82056154795765,6,3,1,3,24,1,87,Malware
42,17,30.491495540636592,4733,41.0726578414114,29561,376.9256894789212,2,8,1,3,15,0,43,Benign
34,18,24.707330395587636,2901,39.38835976139411,29153,147.39465341917509,10,0,3,2,8,2,11,Malware
81,37,30.354005765614847,1907,35.21571860165862,26996,423.69649015299257,2,9,3,2,37,1,88,Malware
70,24,7.479651853694632,1315,22.87137138373479,13061,474.1286903454184,8,2,0,6,3,2,43,Malware
82,11,24.044639525895178,4243,21.319520172986685,12289,256.2871265969859,9,1,3,5,42,1,13,Malware
79,16,11.495660967050153,4477,37.476622859461216,8532,225.46478335443018,5,0,1,3,11,0,21,Malware
44,24,8.48190951952022,2285,13.510040727897584,29408,308.9926569280476,5,1,4,5,7,1,22,Malware
36,27,31.786137569843056,2507,13.723539943426784,9524,482.5822401876495,1,6,4,1,39,2,82,Benign
69,31,24.189348312741615,1026,38.04068015801751,23188,120.33290966937571,3,4,3,2,5,0,13,Malware
57,27,12.30639637765771,2518,55.99060241051196,27779,383.5522562892605,6,1,3,2,21,1,40,Benign
61,19,16.603468932204457,1054,55.71359255649273,29687,425.8673332829462,7,3,4,0,22,0,53,Benign
44,31,34.19829636060176,2934,10.541415033039616,29214,415.4996666894143,10,5,0,6,32,2,65,Malware
99,27,30.86546158638886,2855,15.36971078237249,5969,326.7097619881313,4,7,1,5,38,2,15,Malware
94,10,5.467453865015479,1248,39.15388468793475,23017,468.22519886908435,12,5,3,4,7,2,80,Malware
33,16,34.39402985397033,3320,52.423786090308205,13551,153.80950342542334,1,5,3,1,26,0,71,Benign
40,12,16.05588420039372,4330,57.72245433284144,26246,198.06023869754483,5,5,0,5,27,0,91,Malware
55,23,25.86254497957774,2801,53.02911130228896,5918,222.78252123391638,5,4,1,6,43,1,31,Malware
90,21,26.38029693827581,3238,43.88065676482279,21551,103.47096387664018,2,4,3,0,4,2,87,Benign
66,23,32.35053307121082,3622,20.026253879461787,24705,248.2677028830048,2,5,1,1,18,0,21,Malware
52,38,31.55182628610844,1856,13.631073698948118,20802,164.26393513144444,10,5,1,2,2,0,57,Malware
69,13,13.451887743489827,2469,12.375789134282236,16031,389.850460863189,9,0,4,0,33,0,55,Benign
52,22,24.306064348571926,2876,40.60383923127057,27573,265.9811228509591,5,6,3,3,1,1,81,Benign
45,25,16.811162687870134,2525,11.809430200767887,26521,381.7837788367404,4,5,4,0,30,1,34,Benign
90,25,20.76631209379159,3663,46.96199782327753,26358,217.4613078982158,4,5,1,1,43,2,51,Benign
97,31,21.640355763048174,2416,45.62353686754845,18661,152.76709896864085,8,0,3,1,39,2,84,Benign
60,14,16.8903033749311,4479,13.980541238833945,9783,152.79560942203244,4,6,2,5,25,0,64,Malware
82,29,18.9168206132128,4871,55.33111825183973,9493,181.30550097511008,0,5,2,3,26,2,34,Benign
54,34,11.250268037630335,2794,36.09646443126512,17009,146.08627704835646,6,9,0,5,31,0,89,Malware
73,15,23.229391497844155,4065,55.22192836688658,6973,188.2188295625908,11,1,4,6,16,0,90,Malware
41,15,27.76879446328282,3720,55.0805028094161,15900,331.61373787177604,7,7,1,0,4,0,63,Benign
38,27,17.892236123698236,3730,19.851703194355913,21481,202.53440598546183,5,7,2,0,13,2,77,Benign
41,15,34.33040264612206,1108,29.02888139681424,24460,237.1786245936128,3,6,3,4,27,0,35,Malware
98,16,6.716792222344057,3699,16.73131667519081,7206,121.09359341563284,2,6,1,0,14,0,15,Benign
83,33,22.674820452416434,4676,48.748900506816035,29514,456.8836370279191,1,6,0,2,16,1,61,Benign
83,39,22.50802320331286,1980,35.20624577689313,5086,155.26439683159873,1,3,1,0,9,1,94,Benign
57,33,6.088888352322483,4174,56.440378769749096,14958,239.4663342413907,5,0,0,4,30,0,73,Malware
85,25,11.737105171932141,3273,20.410760743813867,16383,251.79170013532425,8,8,1,4,9,2,67,Malware
98,18,32.16627750948696,1352,44.4183830759613,11315,408.850507610524,10,0,3,2,39,2,66,Malware
87,35,21.335421338276415,4231,59.46184138863544,25031,293.4171413225929,8,4,4,0,27,1,81,Benign
71,36,18.091576249036414,2427,43.26906309104957,8677,253.18251552718306,9,9,2,0,7,1,77,Benign
67,22,17.464893366105166,2730,13.438696641535632,19570,378.3498794361783,6,8,1,0,43,0,84,Benign
97,21,31.644824960603277,4395,39.421217484759524,12645,338.80590028074414,10,1,1,1,7,2,43,Malware
82,28,16.010935268647575,3192,18.992137484061836,17408,131.25383351480554,4,4,3,0,19,1,11,Benign
62,35,30.77500586978773,2777,11.525138870965769,17784,225.08010048303356,4,0,3,3,39,2,92,Malware
85,32,14.275777979283506,4536,26.748034865260706,13326,491.4432514397076,7,1,2,0,16,1,48,Benign
80,32,20.945119535085304,3962,23.305204152703286,11212,293.3340812122774,4,0,1,0,16,2,76,Benign
72,10,9.314593086077263,4203,49.43854494078771,15437,269.67722792440617,8,2,3,3,47,1,82,Benign
44,17,29.750909367303336,2116,28.684027053905023,11960,159.96792051188228,5,3,4,0,34,0,85,Benign
67,13,27.079246130144835,3320,46.64793901925982,25173,435.62806954606185,6,0,0,8,29,2,21,Benign
44,30,20.902791904242996,4775,10.81194959746657,18156,153.32315099682373,0,9,0,8,39,2,82,Benign
34,39,5.777039224369184,1533,10.740606671669553,22517,142.0334976769391,11,0,3,2,32,2,48,Malware
83,31,19.43771995572662,2217,11.465672877377855,24482,275.60014020990315,10,1,2,4,15,2,41,Malware
80,28,11.755895846757404,4241,20.967922089129022,24855,274.65875174765375,6,3,3,0,33,0,78,Benign
39,30,17.40122887625058,3507,28.699389251428084,10439,492.58759467222745,6,1,3,0,21,2,81,Benign
41,35,30.692794665759333,3988,40.39229015584273,8265,151.01339462919387,10,1,0,5,31,2,41,Malware
33,14,28.08809916052199,4082,59.29569429134864,6968,293.53083946841707,0,7,3,0,39,1,31,Benign
47,26,12.258587285227915,3228,27.72047835071663,12513,180.49812483899674,8,7,2,1,29,1,97,Benign
65,12,34.548602987766515,2255,12.782945337858312,24528,380.7055566859969,8,6,0,4,16,2,60,Malware
54,28,32.09631518871404,2979,19.745008083292433,12091,256.6747508271715,7,3,0,1,45,0,50,Malware
65,10,20.86020329401299,3076,54.8925916907431,18939,359.38715576032274,0,6,0,1,23,0,59,Benign
96,38,20.904509608637397,1531,44.96895950738544,6224,235.3644734510511,8,5,4,5,37,2,26,Malware
38,32,32.037978950099074,4076,49.51004120192799,12812,325.8183946535139,10,6,1,4,7,1,54,Malware
90,10,24.08434425317696,2944,16.20841028363963,6187,287.65479007516717,7,0,3,0,32,1,68,Benign
82,32,21.100652355883188,4617,16.749349435375397,21390,249.74599098814093,4,4,4,0,40,1,53,Benign
47,29,27.47445571042788,1139,15.6123003772448,7108,315.00991706719395,2,4,3,6,43,0,41,Malware
72,18,12.052913458122568,4099,52.85845821547625,20711,253.51947081912454,4,6,2,0,30,2,57,Benign
64,32,31.351322590867984,3145,20.49838043468022,26404,422.40751111375283,1,3,1,2,10,0,39,Benign
92,14,20.942457212241628,1261,42.157587268986084,22319,298.0950401011545,1,0,3,3,15,0,37,Benign
33,16,23.104978849151024,4829,35.808318309162956,28582,461.2509065946478,3,2,3,0,13,1,92,Benign
70,34,7.698316137645035,1018,37.219495593692685,17378,189.12169628887352,3,3,1,1,22,0,27,Benign
74,35,14.285268762866949,3059,19.771767919563413,10637,144.84955191404748,9,4,2,1,39,0,29,Benign
79,15,17.802060100162834,3584,41.76230467269947,6308,252.38694380333268,7,7,2,1,23,2,83,Malware
57,26,17.417285703080587,2548,12.15502672291656,6416,173.46382455457416,8,7,3,0,34,1,20,Benign
71,31,28.348530985353737,2488,59.673613812881435,26429,257.24775724149106,1,1,1,5,6,0,69,Benign
98,26,13.46967192470024,4659,11.337945324636452,23289,182.96437775092645,10,9,0,6,45,2,43,Malware
30,22,10.46327787029198,3306,12.50782703579311,16402,447.28652358927025,11,3,0,5,32,0,48,Malware
68,21,22.478517543867596,3071,26.232370994584066,29905,327.16181191586196,11,1,4,9,38,2,47,Malware
46,13,23.450445751012474,2031,51.581267788476914,28684,299.0357059926552,11,4,1,1,12,1,26,Malware
64,39,8.647499212587226,4951,22.859460588837145,12782,415.09803762731843,8,3,2,0,31,2,58,Benign
75,17,5.07405508957988,1227,33.596750689566406,11102,152.1468052689513,13,1,4,3,44,0,96,Malware
71,14,32.52947240065576,1375,10.898866558809647,24781,442.8058882082066,6,2,2,0,15,2,80,Benign
68,14,7.389109913400022,2146,13.94396582418221,25062,293.3216232824961,4,2,4,3,12,0,15,Benign
78,22,31.936007958260006,2113,40.39830242703536,11030,154.57329180982796,6,6,2,1,35,0,65,Benign
91,35,16.976446231592334,4884,19.71792347247143,8002,427.7645864515089,6,3,3,1,1,2,33,Benign
67,20,24.59167723985201,4527,44.71272815097627,28006,284.31008416474083,10,0,2,4,44,0,69,Malware
52,17,10.568440721191887,3271,49.269558750858856,16721,341.84021698275836,9,4,1,0,25,1,81,Benign
51,17,29.717510834824672,1735,52.51670997361416,7565,457.4435543404932,7,5,4,1,10,2,13,Malware
33,10,10.405801606996228,1256,16.68996689996613,7583,456.2766528881662,7,5,0,0,33,0,90,Benign
78,22,16.595274449447203,3562,32.775427451596244,15464,457.1275566225809,1,9,3,0,42,2,75,Benign
88,38,12.14077338442479,1832,57.354072495192284,15811,266.7669836771826,4,1,2,7,44,1,31,Malware
97,14,30.125178730608106,2806,48.60417712221539,19107,399.84235271202107,8,4,0,0,15,2,60,Benign
31,37,30.750074409466382,4889,15.848019092307416,27235,193.30834389768086,3,3,4,1,8,2,60,Benign
78,30,16.16086668110694,4219,35.12501225091971,28881,432.4707954118129,1,4,3,0,38,0,25,Benign
60,17,14.221354130128208,4458,56.11902909194194,23198,236.6889225597277,8,6,3,4,48,2,94,Malware
69,26,28.206961255854957,1700,32.00194027615929,8918,285.56498478419866,5,2,3,0,28,2,49,Benign
77,32,31.355359154337535,1910,51.87088044204844,18869,456.55665927751016,5,7,0,2,8,0,17,Malware
80,32,23.720599823421914,1698,34.79218605942786,11511,422.295980637673,7,8,4,0,24,1,80,Benign
72,22,32.8221102718731,1437,15.340583862287684,19116,481.00448205566903,9,0,2,6,2,2,73,Malware
84,18,16.491314385502506,2723,17.392746302975368,8213,245.3891959311111,7,0,4,5,3,1,80,Benign
78,11,9.556592060520867,4707,12.333787640408985,8887,160.43410786303292,3,8,3,0,25,1,13,Benign
86,28,10.38928946951124,3084,19.765737028778226,29141,464.16416923124405,1,9,4,0,34,0,34,Benign
44,29,25.094958568916603,2684,54.68070499352171,6222,297.2617548437454,7,0,2,3,36,2,68,Malware
56,26,17.225792692358496,3153,42.50990229716283,18310,455.7603164362331,8,1,4,0,17,0,79,Benign
97,16,9.689437950254531,1614,46.942846744145555,10746,392.82943709331136,8,2,3,0,19,1,91,Benign
93,39,13.766805647108237,2942,41.08307291966639,24491,449.9211622088144,12,6,3,7,29,0,88,Malware
59,35,20.91815216098246,2912,29.326964606917386,23897,361.8891742816861,5,9,2,3,19,2,94,Malware
65,12,8.643358008864093,3279,20.843056639800082,26236,424.9488054882642,2,2,1,1,37,0,25,Benign
96,28,5.1032749683322916,3914,56.280729200491535,17878,148.13439953784302,10,8,4,2,36,1,64,Malware
78,28,32.51894142486837,4217,35.74148907790108,26360,487.3178756850661,2,1,3,1,30,1,33,Benign
84,33,14.145835723342572,2040,34.054994060396965,19432,172.39168905672602,4,2,4,3,11,2,20,Benign
85,18,11.644944360289589,2182,59.80520442967729,21175,109.80110715905118,6,8,2,2,9,2,80,Malware
97,19,25.954424291845665,1959,29.19649941942383,9983,312.32294997771385,5,5,0,3,37,1,51,Malware
73,38,30.60208166542635,2839,52.706265744611954,15389,384.7649051263097,7,8,0,0,34,1,12,Benign
60,23,23.968363020305723,2305,53.11720301584281,25522,386.567373700195,9,4,3,0,20,2,50,Benign
87,27,12.634482622955948,1277,21.63351051788978,22704,235.6931380624212,11,3,2,2,4,0,31,Malware
82,35,30.84909870062926,1124,14.741984617508106,18200,401.5327345605273,11,1,2,2,5,2,35,Malware
52,24,20.31281588381658,4756,58.78100578579321,23750,437.02402174916904,8,0,4,0,13,0,13,Benign
57,35,16.435724088807405,4491,31.294843206778346,25697,344.0046969493717,9,4,3,0,4,0,25,Benign
45,10,23.14178358898922,2343,10.111016100509776,7535,254.39680288803933,5,0,0,0,10,2,72,Benign
66,39,26.018366709149493,1674,34.95089169144793,27673,345.4298336664856,1,5,2,0,45,2,26,Benign
50,34,22.814896223454266,1714,40.96501818737252,23759,444.89216014052937,8,5,2,0,44,2,28,Benign
46,15,32.60736337168417,3010,48.80441237240171,23997,460.18870433480544,5,6,0,1,44,0,88,Benign
66,39,23.84053417997161,2505,57.14710591118193,17406,112.60665085179942,0,8,4,3,2,0,16,Benign
48,24,31.357421378767295,4921,55.75853144727315,18453,148.95942335239022,8,5,4,3,46,2,75,Malware
59,34,22.608753054616205,3714,57.00679100274343,25769,101.80561917114979,6,2,4,1,10,0,64,Benign
74,15,14.890387211903747,2347,11.606257412973639,5224,296.97687294392836,2,7,4,5,47,0,54,Malware
47,27,20.968904524495862,1912,45.588706691523385,12396,274.55637099210526,10,4,3,3,2,0,96,Malware
91,10,7.590100689548077,2989,21.29289814028433,7800,318.32066471668634,6,7,4,1,16,2,81,Malware
65,39,11.905239016873828,3442,19.3776343602827,6280,373.4586927869106,4,7,4,0,7,1,10,Benign
